,Time,Time (s),Head Temp [°F],RPM [rpm],GPS_Speed [mph],Prop Slip [% Slip]
9361,,187220,341805,7140878,63018,40977
9362,,187240,341636,7103933,63030,40658
9363,,187260,341473,7097711,63042,40594
9364,,187280,341322,7148544,63055,41003
9365,,187300,341172,7199378,63067,41411
9366,,187320,341317,7262297,63085,41897
9367,,187340,341515,7327348,63104,42397
9368,,187360,341759,7367365,63122,42698
9369,,187380,342091,7360887,63141,42631
9370,,187400,342423,7354409,63160,42564
9371,,187420,342658,7318068,63178,42258
9372,,187440,342877,7276457,63197,41912
9373,,187460,342975,7236768,63216,41577
9374,,187480,342850,7200646,63234,41265
9375,,187500,342724,7164525,63253,40954
9376,,187520,342574,7132043,63287,40651
9377,,187540,342420,7100203,63325,40350
9378,,187560,342449,7079546,63362,40142
9379,,187580,342820,7079655,63399,40108
9380,,187600,343190,7079765,63436,40074
9381,,187620,343644,7083935,63474,40074
9382,,187640,344112,7088820,63511,40080
9383,,187660,344696,7096646,63548,40111
9384,,187680,345494,7109931,63586,40188
9385,,187700,346293,7123215,63623,40264
9386,,187720,346774,7124788,63623,40277
9387,,187740,347198,7124294,63617,40279
9388,,187760,347425,7125222,63611,40293
9389,,187780,347285,7128790,63604,40328
9390,,187800,347146,7132358,63598,40364
9391,,187820,346577,7141386,63592,40445
9392,,187840,345932,7151377,63586,40534
9393,,187860,345332,7164711,63580,40650
9394,,187880,344813,7184254,63573,40817
9395,,187900,344294,7203797,63567,40984
9396,,187920,344339,7231272,63573,41202
9397,,187940,344484,7260147,63582,41428
9398,,187960,344480,7278744,63590,41571
9399,,187980,344198,7278250,63598,41559
9400,,188000,343917,7277755,63606,41548
9401,,188020,343924,7248004,63615,41298
9402,,188040,343982,7213091,63623,41007
9403,,188060,344131,7184518,63631,40766
9404,,188080,344451,7167720,63640,40619
9405,,188100,344771,7150921,63648,40472
9406,,188120,345150,7165993,63656,40589
9407,,188140,345539,7186689,63664,40753
9408,,188160,345884,7199757,63673,40853
9409,,188180,346147,7198659,63681,40836
9410,,188200,346409,7197561,63689,40820
9411,,188220,346507,7185964,63712,40703
9412,,188240,346577,7172515,63737,40569
9413,,188260,346730,7158912,63761,40433
9414,,188280,347039,7145023,63786,40293
9415,,188300,347349,7131134,63811,40154
9416,,188320,347331,7139596,63847,40192
9417,,188340,347256,7152003,63884,40261
9418,,188360,347167,7158223,63921,40278
9419,,188380,347051,7152953,63958,40199
9420,,188400,346936,7147683,63996,40120
9421,,188420,346906,7144466,64012,40078
9422,,188440,346890,7141611,64024,40042
9423,,188460,346684,7162293,64037,40200
9424,,188480,346123,7226686,64049,40718
9425,,188500,345562,7291079,64062,41236
9426,,188520,345239,7354258,64021,41772
9427,,188540,344958,7417224,63971,42312
9428,,188560,344851,7460399,63922,42696
9429,,188580,345067,7466822,63872,42790
9430,,188600,345284,7473245,63822,42884
9431,,188620,345591,7423674,63831,42489
9432,,188640,345914,7364222,63849,42009
9433,,188660,346173,7313800,63868,41596
9434,,188680,346310,7280149,63887,41308
9435,,188700,346448,7246498,63905,41020
9436,,188720,346423,7235431,63924,40912
9437,,188740,346369,7228349,63943,40837
9438,,188760,346161,7222170,63961,40770
9439,,188780,345667,7217669,63980,40715
9440,,188800,345173,7213168,63998,40661
9441,,188820,345325,7197468,64065,40469
9442,,188840,345592,7179791,64139,40253
9443,,188860,345850,7164708,64214,40059
9444,,188880,346091,7154443,64288,39903
9445,,188900,346333,7144178,64363,39747
9446,,188920,346201,7175487,64379,39992
9447,,188940,346003,7214134,64386,40308
9448,,188960,345962,7249380,64392,40594
9449,,188980,346210,7278310,64398,40824
9450,,189000,346458,7307240,64404,41053
9451,,189020,346496,7298607,64410,40978
9452,,189040,346497,7283347,64417,40849
9453,,189060,346408,7263051,64423,40677
9454,,189080,346150,7233408,64429,40427
9455,,189100,345893,7203764,64435,40178
9456,,189120,346078,7186299,64426,40041
9457,,189140,346342,7170983,64413,39925
9458,,189160,346914,7177206,64401,39987
9459,,189180,348061,7223428,64388,40380
9460,,189200,349208,7269650,64376,40774
9461,,189220,349591,7287176,64385,40909
9462,,189240,349839,7299637,64397,40999
9463,,189260,349527,7297208,64409,40967
9464,,189280,348176,7267125,64422,40710
9465,,189300,346824,7237042,64434,40454
9466,,189320,346221,7280498,64457,40784
9467,,189340,345749,7336931,64482,41217
9468,,189360,345466,7385102,64507,41581
9469,,189380,345535,7417929,64532,41816
9470,,189400,345603,7450757,64557,42052
9471,,189420,345813,7410560,64582,41711
9472,,189440,346048,7357476,64606,41268
9473,,189460,346291,7307677,64631,40848
9474,,189480,346547,7263979,64656,40467
9475,,189500,346804,7220282,64681,40086
9476,,189520,347154,7203182,64716,39912
9477,,189540,347521,7190775,64754,39774
9478,,189560,347912,7184076,64791,39683
9479,,189580,348347,7187973,64828,39681
9480,,189600,348782,7191871,64866,39679
9481,,189620,348926,7198568,64861,39740
9482,,189640,349017,7205760,64848,39811
9483,,189660,348946,7224690,64836,39979
9484,,189680,348572,7265423,64823,40326
9485,,189700,348198,7306156,64811,40672
9486,,189720,347954,7349175,64798,41028
9487,,189740,347733,7392598,64786,41386
9488,,189760,347770,7414828,64774,41576
9489,,189780,348286,7397700,64761,41451
9490,,189800,348803,7380573,64749,41327
9491,,189820,349330,7371331,64736,41265
9492,,189840,349859,7363481,64724,41213
9493,,189860,350116,7357456,64711,41177
9494,,189880,349865,7354821,64699,41167
9495,,189900,349615,7352186,64687,41157
9496,,189920,349302,7351791,64716,41127
9497,,189940,348979,7351791,64754,41093
9498,,189960,348731,7343510,64791,40992
9499,,189980,348624,7319850,64828,40767
9500,,190000,348517,7296189,64866,40541
9501,,190020,348797,7270803,64924,40279
9502,,190040,349145,7245112,64986,40010
9503,,190060,349195,7236809,65048,39884
9504,,190080,348690,7260798,65110,40025
9505,,190100,348185,7284788,65173,40166
9506,,190120,348008,7310690,65192,40359
9507,,190140,347888,7336931,65205,40561
9508,,190160,347980,7350432,65217,40660
9509,,190180,348465,7340276,65230,40567
9510,,190200,348951,7330121,65242,40473
9511,,190220,348883,7315065,65223,40368
9512,,190240,348717,7299146,65198,40261
9513,,190260,348512,7287357,65173,40187
9514,,190280,348235,7283240,65148,40176
9515,,190300,347957,7279123,65123,40165
9516,,190320,348255,7282424,65109,40205
9517,,190340,348655,7287036,65097,40255
9518,,190360,349206,7292646,65084,40312
9519,,190380,350038,7300112,65072,40384
9520,,190400,350870,7307578,65059,40457
9521,,190420,351172,7333941,65063,40666
9522,,190440,351382,7363640,65069,40900
9523,,190460,351324,7380984,65075,41034
9524,,190480,350771,7375385,65081,40984
9525,,190500,350219,7369786,65088,40934
9526,,190520,349716,7351728,65094,40782
9527,,190540,349222,7331471,65100,40613
9528,,190560,348947,7320975,65106,40523
9529,,190580,349078,7328605,65113,40579
9530,,190600,349210,7336236,65119,40635
9531,,190620,349524,7377603,65109,40973
9532,,190640,349870,7424923,65097,41361
9533,,190660,350110,7466556,65084,41701
9534,,190680,350153,7497627,65072,41953
9535,,190700,350197,7528698,65059,42205
9536,,190720,350060,7491224,65068,41905
9537,,190740,349892,7441653,65081,41507
9538,,190760,349863,7397461,65093,41149
9539,,190780,350092,7363261,65105,40863
9540,,190800,350322,7329061,65118,40577
9541,,190820,350262,7320571,65114,40512
9542,,190840,350152,7316619,65108,40486
9543,,190860,349981,7309746,65102,40435
9544,,190880,349697,7297449,65096,40340
9545,,190900,349414,7285153,65090,40246
9546,,190920,349470,7266977,65083,40101
9547,,190940,349587,7247763,65077,39948
9548,,190960,349701,7232661,65071,39829
9549,,190980,349813,7225195,65065,39773
9550,,191000,349925,7217729,65059,39716
9551,,191020,349965,7234201,65089,39825
9552,,191040,349992,7254897,65127,39962
9553,,191060,349988,7270597,65164,40058
9554,,191080,349927,7277020,65201,40076
9555,,191100,349866,7283443,65238,40095
9556,,191120,349438,7313290,65233,40342
9557,,191140,348947,7347270,65221,40630
9558,,191160,348627,7373296,65209,40852
9559,,191180,348626,7384550,65196,40953
9560,,191200,348624,7395804,65184,41055
9561,,191220,348878,7385546,65171,40984
9562,,191240,349177,7371493,65159,40883
9563,,191260,349354,7359957,65146,40801
9564,,191280,349304,7353095,65134,40757
9565,,191300,349255,7346232,65122,40713
9566,,191320,349389,7330318,65088,40615
9567,,191340,349554,7312807,65051,40507
9568,,191360,349730,7311261,65013,40528
9569,,191380,349924,7339368,64976,40789
9570,,191400,350118,7367475,64939,41050
9571,,191420,350359,7396001,64937,41278
9572,,191440,350609,7424602,64941,41501
9573,,191460,350858,7448227,64945,41684
9574,,191480,351108,7462609,64949,41792
9575,,191500,351357,7476992,64953,41901
9576,,191520,351461,7449846,64958,41683
9577,,191540,351540,7415372,64962,41409
9578,,191560,351551,7376381,64966,41095
9579,,191580,351434,7329006,64970,40709
9580,,191600,351318,7281631,64974,40322
9581,,191620,351172,7277885,64978,40288
9582,,191640,351022,7281837,64982,40317
9583,,191660,351169,7287346,64987,40358
9584,,191680,351870,7295745,64991,40423
9585,,191700,352571,7304144,64995,40488
9586,,191720,353047,7305637,65006,40490
9587,,191740,353484,7305912,65018,40481
9588,,191760,353762,7309222,65031,40496
9589,,191780,353747,7318170,65043,40557
9590,,191800,353731,7327118,65056,40619
9591,,191820,353705,7306156,65036,40465
9592,,191840,353677,7279916,65012,40274
9593,,191860,353501,7258844,64987,40124
9594,,191880,353050,7247371,64962,40052
9595,,191900,352600,7235897,64937,39980
9596,,191920,352333,7234783,64923,39984
9597,,191940,352099,7235497,64910,40001
9598,,191960,352053,7233213,64898,39994
9599,,191980,352357,7225363,64885,39940
9600,,192000,352660,7217513,64873,39886
9601,,192020,352764,7211576,64861,39848
9602,,192040,352832,7205977,64848,39813
9603,,192060,352838,7196496,64836,39745
9604,,192080,352730,7179808,64823,39617
9605,,192100,352622,7163120,64811,39488
9606,,192120,352728,7143165,64756,39370
9607,,192140,352871,7122634,64694,39253
9608,,192160,352888,7111344,64632,39216
9609,,192180,352669,7117218,64570,39324
9610,,192200,352450,7123092,64508,39433
9611,,192220,352185,7147864,64424,39719
9612,,192240,351911,7175970,64337,40036
9613,,192260,351745,7198044,64250,40302
9614,,192280,351782,7208914,64163,40473
9615,,192300,351818,7219783,64076,40643
9616,,192320,351466,7192390,64053,40437
9617,,192340,351045,7158245,64040,40165
9618,,192360,350679,7126136,64028,39908
9619,,192380,350415,7097810,64016,39679
9620,,192400,350152,7069483,64003,39450
9621,,192420,350284,7054829,63991,39336
9622,,192440,350486,7042587,63978,39243
9623,,192460,350583,7033458,63966,39176
9624,,192480,350481,7030109,63953,39159
9625,,192500,350380,7026761,63941,39142
9626,,192520,350334,7043896,63907,39321
9627,,192540,350298,7064647,63870,39534
9628,,192560,350225,7086012,63833,39752
9629,,192580,350085,7108520,63796,39977
9630,,192600,349945,7131027,63758,40203
9631,,192620,350107,7136410,63721,40283
9632,,192640,350322,7138771,63684,40338
9633,,192660,350544,7155407,63646,40509
9634,,192680,350778,7198555,63609,40899
9635,,192700,351012,7241703,63572,41288
9636,,192720,350864,7268333,63577,41499
9637,,192740,350649,7292048,63589,41678
9638,,192760,350503,7289824,63602,41647
9639,,192780,350484,7239430,63614,41227
9640,,192800,350465,7189036,63627,40807
9641,,192820,350661,7121937,63639,40230
9642,,192840,350895,7051889,63651,39626
9643,,192860,351153,6983264,63664,39024
9644,,192880,351457,6917279,63676,38425
9645,,192900,351760,6851294,63689,37827
9646,,192920,351864,7252671,63595,40997
9647,,192940,351932,7736523,63484,44832
9648,,192960,351772,8145461,63372,47925
9649,,192980,351189,8415274,63260,49639
9650,,193000,350605,8685088,63148,51354
9651,,193020,350496,8705262,63015,51587
9652,,193040,350470,8681382,62878,51559
9653,,193060,350492,8665592,62742,51577
9654,,193080,350604,8664823,62605,51678
9655,,193100,350716,8664055,62468,51779
9656,,193120,350681,8702715,62300,52120
9657,,193140,350619,8748333,62126,52503
9658,,193160,350645,8788015,61952,52852
9659,,193180,350832,8816670,61778,53136
9660,,193200,351019,8845326,61604,53421
9661,,193220,350901,8803850,61472,53300
9662,,193240,350730,8749996,61348,53108
9663,,193260,350416,8693224,61224,52897
9664,,193280,349840,8631026,61099,52653
9665,,193300,349264,8568829,60975,52408
9666,,193320,349149,8535982,60861,52314
9667,,193340,349116,8508315,60750,52247
9668,,193360,349273,8500994,60638,52294
9669,,193380,349781,8531462,60526,52551
9670,,193400,350289,8561929,60414,52808
9671,,193420,350334,8616334,60302,53190
9672,,193440,350298,8674963,60190,53593
9673,,193460,350194,8739067,60079,54019
9674,,193480,349967,8813341,59967,54488
9675,,193500,349740,8887615,59855,54957
9676,,193520,349590,8468304,59711,52603
9677,,193540,349454,7961890,59562,49749
9678,,193560,349288,7545337,59413,47295
9679,,193580,349068,7295670,59264,45581
9680,,193600,348848,7046004,59115,43867
9681,,193620,348803,7013827,58997,43743
9682,,193640,348789,7020030,58885,43899
9683,,193660,348785,7024812,58774,44044
9684,,193680,348799,7026953,58662,44168
9685,,193700,348813,7029094,58550,44291
9686,,193720,348730,7024189,58470,44329
9687,,193740,348630,7018041,58395,44351
9688,,193760,348553,7017906,58321,44421
9689,,193780,348516,7028940,58246,44579
9690,,193800,348480,7039974,58172,44737
9691,,193820,348281,7029591,58139,44686
9692,,193840,348054,7015427,58114,44598
9693,,193860,347904,7027529,58090,44714
9694,,193880,347897,7088409,58065,45209
9695,,193900,347890,7149288,58040,45704
9696,,193920,348116,7174565,57983,45948
9697,,193940,348383,7193559,57921,46149
9698,,193960,348637,7198047,57859,46241
9699,,193980,348868,7175594,57797,46130
9700,,194000,349098,7153142,57735,46019
9701,,194020,349172,7116645,57704,45769
9702,,194040,349218,7077668,57679,45494
9703,,194060,349278,7053122,57655,45330
9704,,194080,349365,7055373,57630,45371
9705,,194100,349452,7057624,57605,45412
9706,,194120,349507,7185207,57569,46381
9707,,194140,349557,7334908,57532,47514
9708,,194160,349620,7486319,57495,48620
9709,,194180,349709,7640905,57458,49675
9710,,194200,349799,7795492,57420,50730
9711,,194220,350003,7733943,57383,50366
9712,,194240,350228,7634252,57346,49753
9713,,194260,350248,7519920,57308,49018
9714,,194280,349888,7378399,57271,48059
9715,,194300,349528,7236877,57234,47100
9716,,194320,349168,7149483,57218,46467
9717,,194340,348808,7071641,57205,45890
9718,,194360,348716,7019948,57193,45512
9719,,194380,349120,7016819,57180,45499
9720,,194400,349525,7013690,57168,45487
9721,,194420,349663,7026612,57103,45648
9722,,194440,349753,7042368,57028,45841
9723,,194460,349828,7051628,56954,45983
9724,,194480,349873,7048829,56879,46033
9725,,194500,349917,7046029,56805,46082
9726,,194520,350536,7092598,56719,46511
9727,,194540,351256,7147877,56632,47007
9728,,194560,351881,7183521,56545,47355
9729,,194580,352332,7182698,56458,47430
9730,,194600,352782,7181875,56371,47505
9731,,194620,352964,7138589,56274,47275
9732,,194640,353098,7087811,56174,46992
9733,,194660,353138,7065429,56075,46919
9734,,194680,353004,7095787,55976,47239
9735,,194700,352870,7126144,55876,47559
9736,,194720,352505,7176939,55819,47979
9737,,194740,352099,7231341,55769,48417
9738,,194760,351678,7305302,55720,48980
9739,,194780,351229,7415588,55670,49774
9740,,194800,350779,7525874,55620,50568
9741,,194820,350826,7524592,55592,50589
9742,,194840,350960,7503622,55567,50473
9743,,194860,351095,7460095,55542,50202
9744,,194880,351230,7374677,55517,49642
9745,,194900,351365,7289259,55492,49083
9746,,194920,351232,7293198,55478,49125
9747,,194940,351053,7312905,55465,49274
9748,,194960,350967,7349694,55453,49536
9749,,194980,351058,7418204,55441,50010
9750,,195000,351148,7486714,55428,50484
9751,,195020,350970,7509496,55384,50674
9752,,195040,350744,7524208,55334,50815
9753,,195060,350566,7523472,55285,50854
9754,,195080,350477,7494048,55235,50705
9755,,195100,350387,7464624,55185,50556
9756,,195120,350756,7465623,55093,50645
9757,,195140,351205,7471991,54994,50776
9758,,195160,351608,7453919,54894,50744
9759,,195180,351923,7390459,54795,50409
9760,,195200,352238,7327000,54696,50073
9761,,195220,352591,7261300,54638,49670
9762,,195240,352951,7195206,54589,49255
9763,,195260,353264,7148113,54539,48972
9764,,195280,353490,7136311,54489,48934
9765,,195300,353716,7124508,54440,48896
9766,,195320,353558,7101974,54422,48750
9767,,195340,353332,7077545,54409,48585
9768,,195360,353122,7044931,54397,48358
9769,,195380,352942,6997117,54384,48015
9770,,195400,352762,6949303,54372,47672
9771,,195420,352774,6919220,54391,47425
9772,,195440,352820,6892266,54416,47196
9773,,195460,353070,6873554,54441,47029
9774,,195480,353699,6870151,54466,46978
9775,,195500,354329,6866748,54491,46928
9776,,195520,354385,6867264,54473,46949
9777,,195540,354340,6868471,54448,46982
9778,,195560,354185,6869448,54423,47014
9779,,195580,353825,6869997,54399,47043
9780,,195600,353466,6870546,54374,47071
9781,,195620,353717,6876321,54307,47181
9782,,195640,354077,6883019,54232,47304
9783,,195660,354217,6894481,54157,47464
9784,,195680,353946,6914792,54083,47690
9785,,195700,353676,6935104,54008,47916
9786,,195720,353253,6945570,53976,48025
9787,,195740,352804,6954298,53951,48115
9788,,195760,352606,6954227,53926,48138
9789,,195780,352875,6937813,53901,48039
9790,,195800,353145,6921399,53877,47940
9791,,195820,353568,6910258,53852,47880
9792,,195840,354019,6900047,53827,47827
9793,,195860,354154,6889971,53802,47775
9794,,195880,353703,6880145,53777,47725
9795,,195900,353253,6870318,53752,47674
9796,,195920,352573,6871177,53727,47705
9797,,195940,351853,6873922,53703,47750
9798,,195960,351291,6884180,53678,47851
9799,,195980,351022,6908389,53653,48058
9800,,196000,350752,6932598,53628,48264
9801,,196020,350597,6976544,53593,48620
9802,,196040,350462,7023975,53555,49003
9803,,196060,350531,7089254,53518,49504
9804,,196080,350980,7187683,53481,50222
9805,,196100,351430,7286111,53444,50940
9806,,196120,351957,7315853,53470,51119
9807,,196140,352498,7333475,53507,51202
9808,,196160,352866,7310825,53544,51010
9809,,196180,352910,7213385,53581,50306
9810,,196200,352955,7115945,53619,49602
9811,,196220,353115,7043282,53635,49064
9812,,196240,353295,6974991,53647,48554
9813,,196260,353585,6922302,53660,48156
9814,,196280,354080,6898587,53672,47965
9815,,196300,354575,6874872,53685,47774
9816,,196320,354611,6858063,53676,47655
9817,,196340,354565,6842473,53663,47548
9818,,196360,354488,6857297,53651,47669
9819,,196380,354354,6928607,53639,48215
9820,,196400,354220,6999917,53626,48761
9821,,196420,354238,7145791,53582,49815
9822,,196440,354282,7304825,53532,50958
9823,,196460,354390,7401721,53483,51674
9824,,196480,354615,7383222,53433,51598
9825,,196500,354839,7364722,53383,51522
9826,,196520,354988,7336563,53334,51380
9827,,196540,355123,7306699,53284,51227
9828,,196560,355196,7309576,53234,51290
9829,,196580,355151,7373255,53184,51752
9830,,196600,355106,7436935,53135,52215
9831,,196620,355405,7392592,53106,51951
9832,,196640,355765,7329188,53081,51558
9833,,196660,355810,7250796,53056,51054
9834,,196680,355270,7144573,53032,50341
9835,,196700,354730,7038349,53007,49628
9836,,196720,354267,7050553,52950,49771
9837,,196740,353816,7083655,52888,50064
9838,,196760,353697,7114202,52826,50338
9839,,196780,354195,7140003,52764,50575
9840,,196800,354693,7165804,52702,50812
9841,,196820,354880,7250025,52661,51410
9842,,196840,355013,7344556,52623,52071
9843,,196860,355165,7380351,52586,52344
9844,,196880,355352,7307064,52549,51896
9845,,196900,355539,7233778,52511,51449
9846,,196920,355873,7129229,52495,50737
9847,,196940,356233,7019163,52483,49979
9848,,196960,356527,6937744,52470,49418
9849,,196980,356700,6909528,52458,49223
9850,,197000,356873,6881311,52446,49027
9851,,197020,356978,6881325,52486,48989
9852,,197040,357071,6886321,52536,48977
9853,,197060,356916,6895255,52585,48995
9854,,197080,356301,6911504,52635,49067
9855,,197100,355686,6927753,52685,49138
9856,,197120,355282,6926971,52629,49187
9857,,197140,354915,6923183,52554,49231
9858,,197160,354668,6908886,52480,49197
9859,,197180,354646,6875070,52405,49019
9860,,197200,354623,6841254,52331,48841
9861,,197220,354758,6879857,52330,49125
9862,,197240,354920,6931239,52342,49491
9863,,197260,355326,6963446,52355,49716
9864,,197280,356184,6960043,52367,49680
9865,,197300,357041,6956640,52380,49643
9866,,197320,357418,6972974,52308,49829
9867,,197340,357709,6992791,52221,50055
9868,,197360,357755,7012301,52134,50277
9869,,197380,357345,7031240,52047,50493
9870,,197400,356934,7050179,51960,50709
9871,,197420,356612,7030669,51899,50630
9872,,197440,356305,7004374,51843,50498
9873,,197460,356090,7001711,51787,50532
9874,,197480,356048,7042938,51731,50873
9875,,197500,356006,7084165,51675,51214
9876,,197520,356317,7079337,51619,51234
9877,,197540,356691,7066382,51564,51197
9878,,197560,357216,7039497,51508,51062
9879,,197580,358021,6986742,51452,50745
9880,,197600,358825,6933986,51396,50427
9881,,197620,359436,6897143,51377,50179
9882,,197640,360012,6863108,51364,49945
9883,,197660,360324,6874301,51352,50033
9884,,197680,360144,6969491,51340,50719
9885,,197700,359964,7064680,51327,51406
9886,,197720,359439,7077465,51315,51509
9887,,197740,358853,7075708,51302,51509
9888,,197760,358315,7051953,51290,51354
9889,,197780,357866,6987340,51277,50913
9890,,197800,357416,6922728,51265,50472
9891,,197820,357158,6919102,51316,50398
9892,,197840,356933,6926238,51378,50389
9893,,197860,356771,6928206,51440,50343
9894,,197880,356725,6920576,51502,50228
9895,,197900,356680,6912945,51564,50113
9896,,197920,356673,6891270,51479,50039
9897,,197940,356673,6867115,51367,49973
9898,,197960,356704,6847284,51255,49937
9899,,197980,356795,6835481,51143,49960
9900,,198000,356885,6823679,51031,49983
9901,,198020,357014,6816729,50920,50042
9902,,198040,357149,6810636,50808,50107
9903,,198060,357269,6834861,50696,50387
9904,,198080,357358,6915394,50584,51067
9905,,198100,357447,6995926,50472,51747
9906,,198120,357576,7020417,50424,51964
9907,,198140,357711,7035020,50386,52099
9908,,198160,357878,7021340,50349,52038
9909,,198180,358102,6955135,50312,51614
9910,,198200,358327,6888931,50275,51190
9911,,198220,358399,7332783,50243,53848
9912,,198240,358443,7866646,50211,57050
9913,,198260,358614,8313932,50180,59599
9914,,198280,359020,8600433,50149,60933
9915,,198300,359426,8886934,50118,62268
9916,,198320,359372,8928836,50087,62483
9917,,198340,359237,8927573,50056,62501
9918,,198360,359007,8920182,50025,62493
9919,,198380,358602,8901408,49994,62437
9920,,198400,358198,8882634,49963,62381
9921,,198420,358634,8873051,49884,62400
9922,,198440,359219,8865091,49797,62432
9923,,198460,359677,8782832,49710,62129
9924,,198480,359902,8562590,49623,61204
9925,,198500,360127,8342348,49536,60278
9926,,198520,359548,8006759,49492,58543
9927,,198540,358828,7650814,49454,56664
9928,,198560,358313,7359619,49417,55074
9929,,198580,358178,7188673,49380,54021
9930,,198600,358043,7017728,49342,52967
9931,,198620,358520,7077429,49316,53384
9932,,198640,359106,7177834,49291,54061
9933,,198660,359455,7399688,49266,55361
9934,,198680,359365,7847089,49241,57815
9935,,198700,359274,8294490,49216,60269
9936,,198720,359375,8517823,49244,61311
9937,,198740,359511,8701614,49282,62102
9938,,198760,359646,8649693,49319,61762
9939,,198780,359781,8160022,49356,59320
9940,,198800,359916,7670352,49393,56877
9941,,198820,359822,7356967,49378,55017
9942,,198840,359686,7074693,49353,53260
9943,,198860,359740,6936501,49328,52427
9944,,198880,360145,7065891,49303,53308
9945,,198900,360549,7195280,49278,54190
9946,,198920,360610,7166067,49243,54038
9947,,198940,360610,7108866,49206,53704
9948,,198960,360484,7163487,49168,54051
9949,,198980,360124,7425779,49131,55662
9950,,199000,359764,7688072,49094,57273
9951,,199020,359787,8037435,49014,59096
9952,,199040,359878,8402163,48927,60957
9953,,199060,359952,8502513,48840,61519
9954,,199080,359997,8111874,48753,59666
9955,,199100,360042,7721234,48666,57813
9956,,199120,360010,7510755,48674,56622
9957,,199140,359966,7332069,48699,55547
9958,,199160,360078,7226222,48724,54904
9959,,199180,360483,7255646,48749,55064
9960,,199200,360888,7285070,48774,55223
9961,,199220,361675,7187575,48862,54514
9962,,199240,362530,7067683,48962,53651
9963,,199260,363244,6988945,49061,53052
9964,,199280,363694,6986640,49160,52941
9965,,199300,364145,6984334,49260,52830
9966,,199320,364135,7181787,49254,54066
9967,,199340,364045,7414490,49229,55539
9968,,199360,364002,7589284,49204,56637
9969,,199380,364049,7656532,49179,57037
9970,,199400,364096,7723779,49154,57436
9971,,199420,364099,7570038,49098,56585
9972,,199440,364093,7377298,49036,55512
9973,,199460,363911,7231017,48973,54702
9974,,199480,363404,7171016,48911,54379
9975,,199500,362898,7111015,48849,54056
9976,,199520,362491,7210549,48808,54709
9977,,199540,362101,7338237,48771,55533
9978,,199560,362028,7396833,48734,55934
9979,,199580,362544,7327115,48696,55546
9980,,199600,363059,7257397,48659,55157
9981,,199620,363301,7348382,48674,55684
9982,,199640,363495,7467726,48699,56372
9983,,199660,363465,7688843,48724,57536
9984,,199680,363019,8098970,48749,59583
9985,,199700,362574,8509098,48774,61630
9986,,199720,362240,8547752,48735,61868
9987,,199740,361926,8520854,48686,61786
9988,,199760,361807,8533515,48636,61879
9989,,199780,362052,8619646,48586,62295
9990,,199800,362297,8705777,48537,62712
9991,,199820,362667,8779030,48476,63066
9992,,199840,363060,8850011,48414,63410
9993,,199860,363232,8895438,48352,63647
9994,,199880,362995,8893406,48290,63685
9995,,199900,362757,8891375,48228,63724
9996,,199920,362422,8553568,48197,62197
9997,,199940,362069,8156506,48172,60395
9998,,199960,361924,7897514,48148,59226
9999,,199980,362165,7894934,48123,59234
10000,,200000,362406,7892354,48098,59242
10001,,200020,362978,8147111,48073,60463
10002,,200040,363608,8447282,48048,61897
10003,,200060,364157,8680781,48023,62997
10004,,200080,364552,8790463,47998,63472
10005,,200100,364947,8900146,47974,63948
10006,,200120,365000,8895087,47933,63960
10007,,200140,364993,8869779,47889,63890
10008,,200160,364860,8688286,47846,63080
10009,,200180,364493,8216730,47802,60897
10010,,200200,364126,7745175,47759,58713
10011,,200220,363771,7446267,47715,57065
10012,,200240,363418,7177826,47672,55511
10013,,200260,363126,7170862,47628,55444
10014,,200280,362946,7649499,47585,58135
10015,,200300,362766,8128136,47541,60826
10016,,200320,362865,8393717,47503,62111
10017,,200340,363013,8621699,47466,63147
10018,,200360,363316,8703716,47429,63542
10019,,200380,363907,8514655,47391,62748
10020,,200400,364497,8325594,47354,61954
10021,,200420,364481,8396670,47327,62293
10022,,200440,364357,8513653,47303,62832
10023,,200460,364142,8634845,47278,63376
10024,,200480,363758,8763850,47253,63927
10025,,200500,363373,8892855,47228,64479
10026,,200520,363392,8900681,47182,64547
10027,,200540,363483,8887121,47132,64531
10028,,200560,363524,8799167,47083,64196
10029,,200580,363474,8573051,47033,63271
10030,,200600,363423,8346935,46983,62346
10031,,200620,363620,7992546,46955,60583
10032,,200640,363862,7615521,46930,58672
10033,,200660,364255,7304034,46905,57029
10034,,200680,364931,7114259,46880,55881
10035,,200700,365608,6924484,46855,54734
10036,,200720,365923,7128766,46904,55910
10037,,200740,366175,7402586,46966,57497
10038,,200760,366210,7611753,47028,58675
10039,,200780,365843,7700849,47091,59095
10040,,200800,365476,7789945,47153,59516
10041,,200820,365121,7661785,47204,58766
10042,,200840,364768,7495286,47254,57810
10043,,200860,364591,7308382,47304,56678
10044,,200880,364739,7083583,47353,55219
10045,,200900,364887,6858785,47403,53760
10046,,200920,364854,6696933,47400,52629
10047,,200940,364790,6546188,47388,51556
10048,,200960,364738,6459311,47375,50947
10049,,200980,364713,6491040,47363,51198
10050,,201000,364687,6522770,47350,51450
10051,,201020,364747,6632658,47201,52378
10052,,201040,364822,6756338,47027,53426
10053,,201060,364793,6860555,46853,54321
10054,,201080,364571,6928626,46679,54933
10055,,201100,364349,6996697,46505,55545
10056,,201120,364520,7019226,46341,55845
10057,,201140,364761,7033719,46180,56090
